DATE,Value,Value_diff1,Value_diff1_seasonal,Month
1994-04-01,70.9749,-8.27069999999999,0.14620000000000744,4
1994-05-01,69.3844,-1.5905000000000058,1.7911000000000001,5
1994-06-01,77.9831,8.598699999999994,1.9451999999999856,6
1994-07-01,83.277,5.293900000000008,-2.481199999999987,7
1994-08-01,81.8872,-1.389799999999994,-1.3455000000000013,8
1994-09-01,75.6826,-6.204600000000013,1.2527999999999935,9
1994-10-01,71.2661,-4.416499999999999,0.5056000000000012,10
1994-11-01,75.2458,3.9797000000000082,-0.7684999999999889,11
1994-12-01,84.8147,9.5689,-0.23029999999999973,12
1995-01-01,92.4532,7.638499999999993,-2.27170000000001,1
1995-02-01,87.4033,-5.049899999999994,1.9279999999999973,2
1995-03-01,81.2661,-6.137200000000007,1.7779000000000025,3
1995-04-01,73.8167,-7.449399999999997,0.8212999999999937,4
1995-05-01,73.2682,-0.5485000000000042,1.0420000000000016,5
1995-06-01,78.3026,5.034400000000005,-3.5642999999999887,6
1995-07-01,85.9841,7.6815,2.387599999999992,7
1995-08-01,89.5467,3.5626000000000033,4.952399999999997,8
1995-09-01,78.5035,-11.043199999999999,-4.838599999999985,9
1995-10-01,73.7066,-4.796900000000008,-0.38040000000000873,10
1995-11-01,79.6543,5.947700000000012,1.9680000000000035,11
1995-12-01,90.8251,11.1708,1.6019000000000005,12
1996-01-01,98.9732,8.1481,0.509600000000006,1
1996-02-01,92.8883,-6.084900000000005,-1.0350000000000108,2
1996-03-01,86.9356,-5.952700000000007,0.1844999999999999,3
1996-04-01,77.2214,-9.714199999999991,-2.264799999999994,4
1996-05-01,76.6826,-0.538800000000009,0.009699999999995157,5
1996-06-01,81.9306,5.248000000000005,0.21359999999999957,6
1996-07-01,85.9606,4.030000000000001,-3.6514999999999986,7
1996-08-01,86.5562,0.5956000000000046,-2.9669999999999987,8
1996-09-01,79.1919,-7.3643,3.6788999999999987,9
1996-10-01,74.6891,-4.502800000000008,0.29410000000000025,10
1996-11-01,81.074,6.384900000000002,0.43719999999999004,11
1996-12-01,90.4855,9.411500000000004,-1.759299999999996,12
1997-01-01,98.4613,7.9757999999999925,-0.172300000000007,1
1997-02-01,89.7795,-8.681799999999996,-2.596899999999991,2
1997-03-01,83.0125,-6.766999999999996,-0.8142999999999887,3
1997-04-01,76.1476,-6.864900000000006,2.8492999999999853,4
1997-05-01,73.8471,-2.3004999999999995,-1.7616999999999905,5
1997-06-01,79.7645,5.917400000000001,0.669399999999996,6
1997-07-01,88.4519,8.687399999999997,4.6573999999999955,7
1997-08-01,87.7828,-0.6691000000000003,-1.2647000000000048,8
1997-09-01,81.9386,-5.844200000000001,1.5200999999999993,9
1997-10-01,77.5027,-4.4358999999999895,0.06690000000001817,10
1997-11-01,82.0448,4.542099999999991,-1.842800000000011,11
1997-12-01,92.101,10.056200000000004,0.6447000000000003,12
1998-01-01,94.792,2.6910000000000025,-5.28479999999999,1
1998-02-01,87.82,-6.972000000000008,1.709799999999987,2
1998-03-01,86.5549,-1.2650999999999897,5.501900000000006,3
1998-04-01,76.7521,-9.802800000000005,-2.937899999999999,4
1998-05-01,78.0303,1.2781999999999982,3.5786999999999978,5
1998-06-01,86.4579,8.427599999999998,2.5101999999999975,6
1998-07-01,93.8379,7.38000000000001,-1.307399999999987,7
1998-08-01,93.531,-0.30689999999999884,0.3622000000000014,8
1998-09-01,87.5414,-5.98960000000001,-0.1454000000000093,9
1998-10-01,80.0924,-7.448999999999998,-3.0131000000000085,10
1998-11-01,81.4349,1.3425000000000011,-3.1995999999999896,11
1998-12-01,91.6841,10.249200000000002,0.19299999999999784,12
1999-01-01,102.1348,10.450699999999998,7.759699999999995,1
1999-02-01,91.1829,-10.951899999999995,-3.9798999999999864,2
1999-03-01,90.7381,-0.44480000000000075,0.8202999999999889,3
1999-04-01,80.5176,-10.220500000000001,-0.4176999999999964,4
1999-05-01,79.3887,-1.1289000000000016,-2.4071,5
1999-06-01,87.8431,8.454400000000007,0.026800000000008595,6
1999-07-01,97.4903,9.647199999999998,2.2671999999999883,7
1999-08-01,96.4157,-1.0746000000000038,-0.7677000000000049,8
1999-09-01,87.2248,-9.1909,-3.201299999999989,9
1999-10-01,80.6409,-6.5839,0.8650999999999982,10
1999-11-01,82.2025,1.5615999999999985,0.2190999999999974,11
1999-12-01,94.5113,12.308800000000005,2.059600000000003,12
2000-01-01,102.2301,7.7187999999999874,-2.73190000000001,1
2000-02-01,94.2989,-7.93119999999999,3.020700000000005,2
2000-03-01,88.0927,-6.20620000000001,-5.761400000000009,3
2000-04-01,81.4425,-6.650199999999998,3.570300000000003,4
2000-05-01,84.4552,3.0127000000000095,4.141600000000011,5
2000-06-01,91.0406,6.585399999999993,-1.869000000000014,6
2000-07-01,95.9957,4.955100000000002,-4.692099999999996,7
2000-08-01,99.3704,3.3747000000000043,4.449300000000008,8
2000-09-01,90.9178,-8.452600000000004,0.7382999999999953,9
2000-10-01,83.1408,-7.777000000000001,-1.1931000000000012,10
2000-11-01,88.041,4.900199999999998,3.3385999999999996,11
2000-12-01,102.4558,14.4148,2.1059999999999945,12
2001-01-01,109.1081,6.652299999999997,-1.0664999999999907,1
2001-02-01,97.1717,-11.936399999999992,-4.005200000000002,2
2001-03-01,92.8283,-4.343400000000003,1.8628000000000071,3
2001-04-01,82.915,-9.913299999999992,-3.2630999999999943,4
2001-05-01,82.5465,-0.3685000000000116,-3.381200000000021,5
2001-06-01,90.3955,7.849000000000004,1.263600000000011,6
2001-07-01,96.074,5.6785,0.723399999999998,7
2001-08-01,99.5534,3.4793999999999983,0.10469999999999402,8
2001-09-01,88.281,-11.27239999999999,-2.8197999999999865,9
2001-10-01,82.686,-5.594999999999999,2.182000000000002,10
2001-11-01,82.9319,0.2458999999999918,-4.654300000000006,11
2001-12-01,93.0381,10.106200000000001,-4.308599999999998,12
2002-01-01,102.9955,9.957400000000007,3.30510000000001,1
2002-02-01,95.2075,-7.788000000000011,4.148399999999981,2
2002-03-01,93.2556,-1.9518999999999949,2.3915000000000077,3
2002-04-01,85.795,-7.4605999999999995,2.452699999999993,4
2002-05-01,85.2351,-0.559899999999999,-0.19139999999998736,5
2002-06-01,93.1896,7.954499999999996,0.10549999999999216,6
2002-07-01,102.393,9.203400000000002,3.5249000000000024,7
2002-08-01,101.6293,-0.7637,-4.243099999999998,8
2002-09-01,93.3089,-8.320400000000006,2.951999999999984,9
2002-10-01,86.9002,-6.408699999999996,-0.8136999999999972,10
2002-11-01,88.5749,1.6747000000000014,1.4288000000000096,11
2002-12-01,100.8003,12.225399999999993,2.119199999999992,12
2003-01-01,110.1807,9.380400000000009,-0.5769999999999982,1
2003-02-01,103.8413,-6.339399999999998,1.4486000000000132,2
2003-03-01,94.5532,-9.2881,-7.336200000000005,3
2003-04-01,85.062,-9.491200000000006,-2.030600000000007,4
2003-05-01,85.4653,0.40330000000000155,0.9632000000000005,5
2003-06-01,91.0761,5.610799999999998,-2.3436999999999983,6
2003-07-01,102.22,11.143900000000002,1.9405000000000001,7
2003-08-01,104.4682,2.248199999999997,3.011899999999997,8
2003-09-01,92.9135,-11.554699999999997,-3.2342999999999904,9
2003-10-01,86.5047,-6.408799999999999,-0.00010000000000331966,10
2003-11-01,88.5735,2.068799999999996,0.39409999999999457,11
2003-12-01,103.5428,14.969300000000004,2.7439000000000107,12
2004-01-01,113.7226,10.1798,0.7993999999999915,1
2004-02-01,106.159,-7.563599999999994,-1.2241999999999962,2
2004-03-01,95.4029,-10.756100000000004,-1.4680000000000035,3
2004-04-01,86.7233,-8.679600000000008,0.8115999999999985,4
2004-05-01,89.0302,2.306899999999999,1.9035999999999973,5
2004-06-01,95.5045,6.4742999999999995,0.8635000000000019,6
2004-07-01,101.7948,6.290300000000002,-4.8536,7
2004-08-01,100.2025,-1.5922999999999945,-3.8404999999999916,8
2004-09-01,94.024,-6.1785,5.376199999999997,9
2004-10-01,87.5262,-6.497799999999998,-0.08899999999999864,10
2004-11-01,89.6144,2.0882000000000005,0.019400000000004525,11
2004-12-01,105.7263,16.11189999999999,1.1425999999999874,12
2005-01-01,111.1614,5.435100000000006,-4.744699999999995,1
2005-02-01,101.7795,-9.381900000000002,-1.8183000000000078,2
2005-03-01,98.9565,-2.8229999999999933,7.93310000000001,3
2005-04-01,86.4776,-12.47890000000001,-3.7993000000000023,4
2005-05-01,87.2234,0.7458000000000027,-1.5610999999999962,5
2005-06-01,99.5076,12.284199999999998,5.809899999999999,6
2005-07-01,108.3501,8.842500000000001,2.552199999999999,7
2005-08-01,109.4862,1.136099999999999,2.7283999999999935,8
2005-09-01,99.1155,-10.3707,-4.1922,9
2005-10-01,89.7567,-9.358800000000002,-2.861000000000004,10
2005-11-01,90.4587,0.7019999999999982,-1.3862000000000023,11
2005-12-01,108.2257,17.76700000000001,1.6551000000000187,12
2006-01-01,104.4724,-3.75330000000001,-9.188400000000016,1
2006-02-01,101.5196,-2.9527999999999963,6.429100000000005,2
2006-03-01,98.4017,-3.1178999999999917,-0.2948999999999984,3
2006-04-01,87.5093,-10.89240000000001,1.586500000000001,4
2006-05-01,90.0222,2.512900000000002,1.7670999999999992,5
2006-06-01,100.5244,10.502200000000002,-1.7819999999999965,6
2006-07-01,110.9503,10.425899999999999,1.5833999999999975,7
2006-08-01,111.5192,0.5688999999999993,-0.5671999999999997,8
2006-09-01,95.7632,-15.756,-5.385300000000001,9
2006-10-01,90.3738,-5.389399999999995,3.9694000000000074,10
2006-11-01,92.3566,1.9827999999999975,1.2807999999999993,11
2006-12-01,103.066,10.709400000000002,-7.057600000000008,12
2007-01-01,112.0576,8.991599999999991,12.744900000000001,1
2007-02-01,111.8399,-0.21769999999999357,2.7351000000000028,2
2007-03-01,99.1925,-12.647400000000005,-9.529500000000013,3
2007-04-01,90.8177,-8.374799999999993,2.517600000000016,4
2007-05-01,92.0587,1.2409999999999997,-1.2719000000000023,5
2007-06-01,100.9676,8.908900000000003,-1.5932999999999993,6
2007-07-01,107.5686,6.600999999999999,-3.8248999999999995,7
2007-08-01,114.1036,6.534999999999997,5.966099999999997,8
2007-09-01,101.5316,-12.572000000000003,3.1839999999999975,9
2007-10-01,93.0068,-8.524799999999999,-3.135400000000004,10
2007-11-01,93.9126,0.9057999999999993,-1.0769999999999982,11
2007-12-01,106.7528,12.840199999999996,2.1307999999999936,12
2008-01-01,114.8331,8.080300000000008,-0.9112999999999829,1
2008-02-01,108.2353,-6.5978000000000065,-6.380100000000013,2
2008-03-01,100.4386,-7.796700000000001,4.850700000000003,3
2008-04-01,90.9944,-9.444199999999995,-1.0694000000000017,4
2008-05-01,91.2348,0.24040000000000816,-1.0005999999999915,5
2008-06-01,103.9581,12.723299999999995,3.814399999999992,6
2008-07-01,110.7631,6.804999999999993,0.20399999999999352,7
2008-08-01,107.5665,-3.1965999999999894,-9.731599999999986,8
2008-09-01,97.7183,-9.848200000000006,2.723799999999997,9
2008-10-01,90.9979,-6.720399999999998,1.8044000000000011,10
2008-11-01,93.8057,2.8078000000000003,1.902000000000001,11
2008-12-01,109.4221,15.616399999999999,2.776200000000003,12
2009-01-01,116.8316,7.409499999999994,-0.670800000000014,1
2009-02-01,104.4202,-12.4114,-5.813599999999994,2
2009-03-01,97.8529,-6.567299999999989,1.2294000000000125,3
2009-04-01,88.1973,-9.655600000000007,-0.2114000000000118,4
2009-05-01,87.5366,-0.6606999999999914,-0.9010999999999996,5
2009-06-01,97.2387,9.702099999999987,-3.0212000000000074,6
2009-07-01,103.9086,6.669900000000013,-0.13509999999998,7
2009-08-01,105.7486,1.8399999999999892,5.036599999999979,8
2009-09-01,94.8823,-10.866299999999995,-1.0180999999999898,9
2009-10-01,89.2977,-5.584599999999995,1.1358000000000033,10
2009-11-01,89.3585,0.06080000000000041,-2.747,11
2009-12-01,110.6844,21.32589999999999,5.709499999999991,12
2010-01-01,119.0166,8.3322,0.9227000000000061,1
2010-02-01,110.533,-8.483599999999996,3.927800000000005,2
2010-03-01,98.2672,-12.265799999999999,-5.69850000000001,3
2010-04-01,86.3,-11.967200000000005,-2.3115999999999985,4
2010-05-01,90.8364,4.5364,5.197099999999992,5
2010-06-01,104.3538,13.51740000000001,3.815300000000022,6
2010-07-01,112.8066,8.452799999999996,1.7828999999999837,7
2010-08-01,112.9014,0.09479999999999222,-1.745199999999997,8
2010-09-01,100.1209,-12.78049999999999,-1.914199999999994,9
2010-10-01,88.9251,-11.195800000000006,-5.611200000000011,10
2010-11-01,92.775,3.849900000000005,3.789100000000005,11
2010-12-01,114.3266,21.551599999999993,0.22570000000000334,12
2011-01-01,119.488,5.1614,-3.1708,1
2011-02-01,107.3753,-12.112700000000004,-3.629100000000008,2
2011-03-01,99.1028,-8.272499999999994,3.993300000000005,3
2011-04-01,89.3583,-9.744500000000002,2.2227000000000032,4
2011-05-01,90.0698,0.7115000000000009,-3.8248999999999995,5
2011-06-01,102.8204,12.750600000000006,-0.7668000000000035,6
2011-07-01,114.7068,11.886399999999995,3.4335999999999984,7
2011-08-01,113.5958,-1.1110000000000042,-1.2057999999999964,8
2011-09-01,99.4712,-14.124600000000001,-1.3441000000000116,9
2011-10-01,90.3566,-9.114599999999996,2.0812000000000097,10
2011-11-01,93.8095,3.4528999999999996,-0.39700000000000557,11
2011-12-01,107.3312,13.521699999999996,-8.029899999999998,12
2012-01-01,111.9646,4.633400000000009,-0.5279999999999916,1
2012-02-01,103.3679,-8.596699999999998,3.5160000000000053,2
2012-03-01,93.5772,-9.790700000000001,-1.5182000000000073,3
2012-04-01,87.5566,-6.020600000000002,3.7239000000000004,4
2012-05-01,92.7603,5.203699999999998,4.492199999999997,5
2012-06-01,101.14,8.3797,-4.370900000000006,6
2012-07-01,113.0357,11.895700000000005,0.0093000000000103,7
2012-08-01,109.8601,-3.175600000000003,-2.0645999999999987,8
2012-09-01,96.7431,-13.117000000000004,1.0075999999999965,9
2012-10-01,90.3805,-6.3626000000000005,2.7519999999999953,10
2012-11-01,94.3417,3.961200000000005,0.5083000000000055,11
2012-12-01,105.2722,10.930499999999995,-2.5912000000000006,12
2013-01-01,115.501,10.228800000000007,5.595399999999998,1
2013-02-01,106.734,-8.76700000000001,-0.17030000000001166,2
2013-03-01,102.9948,-3.7391999999999967,6.051500000000004,3
2013-04-01,91.0092,-11.985599999999991,-5.964999999999989,4
2013-05-01,90.9634,-0.04580000000001405,-5.249500000000012,5
2013-06-01,100.6957,9.73230000000001,1.3526000000000096,6
2013-07-01,110.148,9.452299999999994,-2.443400000000011,7
2013-08-01,108.1756,-1.9723999999999933,1.2032000000000096,8
2013-09-01,99.2809,-8.8947,4.222300000000004,9
2013-10-01,91.7871,-7.493800000000007,-1.1312000000000069,10
2013-11-01,97.2853,5.498200000000011,1.5370000000000061,11
2013-12-01,113.4732,16.1879,5.257400000000004,12
2014-01-01,124.2549,10.7817,0.552899999999994,1
2014-02-01,112.8811,-11.373800000000003,-2.6067999999999927,2
2014-03-01,104.7631,-8.11800000000001,-4.3788000000000125,3
2014-04-01,90.2867,-14.476399999999998,-2.4908000000000072,4
2014-05-01,92.134,1.8473000000000042,1.8931000000000182,5
2014-06-01,101.878,9.744,0.011699999999990496,6
2014-07-01,108.5497,6.671700000000001,-2.7805999999999926,7
2014-08-01,108.194,-0.3556999999999988,1.6166999999999945,8
2014-09-01,100.4172,-7.776800000000009,1.1178999999999917,9
2014-10-01,92.3837,-8.03349999999999,-0.5396999999999821,10
2014-11-01,99.7033,7.319599999999994,1.8213999999999828,11
2014-12-01,109.3477,9.644400000000005,-6.5434999999999945,12
2015-01-01,120.2696,10.921899999999994,0.140199999999993,1
2015-02-01,116.3788,-3.8907999999999987,7.483000000000004,2
2015-03-01,104.4706,-11.908199999999994,-3.7901999999999845,3
2015-04-01,89.7461,-14.724500000000006,-0.24810000000000798,4
2015-05-01,91.093,1.346900000000005,-0.5003999999999991,5
2015-06-01,102.6495,11.5565,1.8125,6
2015-07-01,111.6354,8.9859,2.3141999999999996,7
2015-08-01,110.5925,-1.042900000000003,-0.6872000000000043,8
2015-09-01,101.9204,-8.6721,-0.8952999999999918,9
2015-10-01,91.5959,-10.3245,-2.291000000000011,10
2015-11-01,93.0628,1.4668999999999954,-5.852699999999999,11
2015-12-01,103.2203,10.157499999999999,0.5130999999999943,12
2016-01-01,117.0837,13.863399999999999,2.941500000000005,1
2016-02-01,106.6688,-10.414899999999989,-6.52409999999999,2
2016-03-01,95.3548,-11.314000000000007,0.5941999999999865,3
2016-04-01,89.3254,-6.029399999999995,8.69510000000001,4
2016-05-01,90.7369,1.4115000000000038,0.06459999999999866,5
2016-06-01,104.0375,13.300599999999989,1.7440999999999889,6
2016-07-01,114.5397,10.502200000000002,1.516300000000001,7
2016-08-01,115.5159,0.9762000000000057,2.0191000000000088,8
2016-09-01,102.7637,-12.752200000000002,-4.080100000000002,9
2016-10-01,91.4867,-11.277000000000001,-0.9525000000000006,10
2016-11-01,92.89,1.4033000000000015,-0.06359999999999388,11
2016-12-01,112.7694,19.879400000000004,9.721900000000005,12
2017-01-01,114.8505,2.081099999999992,-11.782300000000006,1
2017-02-01,99.4901,-15.360399999999998,-4.94550000000001,2
2017-03-01,101.0396,1.5494999999999948,12.863500000000002,3
2017-04-01,88.353,-12.686599999999999,-6.657200000000003,4
2017-05-01,92.0805,3.7275000000000063,2.3160000000000025,5
2017-06-01,102.1532,10.072699999999998,-3.227899999999991,6
2017-07-01,112.1538,10.000600000000006,-0.5015999999999963,7
2017-08-01,108.9312,-3.2226,-4.198800000000006,8
2017-09-01,98.6154,-10.31580000000001,2.436399999999992,9
2017-10-01,93.6137,-5.0017,6.275300000000001,10
2017-11-01,97.3359,3.722200000000001,2.3188999999999993,11
2017-12-01,114.7212,17.3853,-2.494100000000003,12
2018-01-01,129.4048,14.683599999999998,12.602500000000006,1
